"#",PROG CODE,INSTITUTION NAME,PROGRAMME NAME,2015 CUTOFF,2016 CUTOFF,2017 CUTOFF,2018 CUTOFF,2019 CUTOFF,2020 CUTOFF,2021 CUTOFF
BACHELOR OF ARTS,,,,,,,,,,
3,1164246,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ELECTRICAL AND TELECOMMUNICATION ENGINEERING,-,39.77,40.555,40.571,40.449,39.986,33.86
BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT,,,,,,,,,,
1,1057249,EGERTON UNIVERSITY,BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT,40.529,35.14,31.041,30.714,30.303,24.333,22.544
2,1173247,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT,37.11,26.401,24.888,27.751,27.072,24.342,22.544
3,1685247,THARAKA UNIVERSITY COLLEGE,BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT,-,-,-,24.733,23.966,-,-
4,1080247,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF PURCHASING AND SUPPLIES MANAGEMENT,-,-,-,-,24.985,22.361,22.544
5,1087247,KISII UNIVERSITY,BACHELOR OF PURCHASING AND SUPPLIES MANAGEMENT,34.841,26.898,-,24.764,24.822,22.361,22.544
6,1091247,TAITA TAVETA UNIVERSITY,BACHELOR OF PURCHASING AND SUPPLIES MANAGEMENT,28.26,24.339,-,24.868,24.566,22.361,22.544
7,1240247,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF PURCHASING AND SUPPLIES MANAGEMENT,-,24.84,25.384,25.104,24.855,22.361,-
8,1063247,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF SCIENCE IN SUPPLY CHAIN MANAGEMENT,-,-,-,-,-,-,22.544
9,1249247,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN SUPPLY CHAIN MANAGEMENT,36.32,34.494,28.394,30.074,30.953,29.485,24.893
BACHELOR OF LOGISTICS AND SUPPLY CHAIN MANAGEMENT,,,,,,,,,,
1,1053248,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF LOGISTICS AND SUPPLY CHAIN MANAGEMENT,-,24.983,-,24.229,25.055,22.361,22.544
2,1166248,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF FREIGHT AND LOGISTICS MANAGEMENT,-,-,-,-,-,22.361,-
BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,,,,,,,,,,
1,1078249,AFRICA NAZARENE UNIVERSITY,BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,31.098,23.492,-,24.647,24.574,22.361,22.544
2,1166249,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,36.668,27.177,-,24.444,25.171,22.361,22.544
3,1169249,KENYA HIGHLANDS EVANGELICAL UNIVERSITY,BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,-,28.179,-,24.87,-,22.361,22.544
4,1229245,MASENO UNIVERSITY,BACHELOR OF PROCUREMENT AND SUPPLY CHAIN MANAGEMENT,-,-,25.196,27.014,28.019,24.88,22.544
5,1093249,UNIVERSITY OF EMBU,BACHELOR PURCHASING AND SUPPLIES MANAGEMENT,-,24.588,-,24.739,24.611,22.361,22.544
6,1079247,KIRINYAGA UNIVERSITY,BACHELOR OF PROCUREMENT AND SUPPLIES MANAGEMENT,-,24.45,-,24.195,24.266,22.361,22.544
7,1246249,MURANGA UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE (PROCUREMENT AND SUPPLIES MANAGEMENT),32.04,24.948,25.201,24.033,24.097,22.361,22.544
BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,,,,,,,,,,
1,1061250,KABARAK UNIVERSITY,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,-,-,25.146,26.909,26.785,25.163,22.544
2,1103250,KCA UNIVERSITY,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,-,-,-,23.939,27.605,27.711,22.544
3,1105247,CHUKA UNIVERSITY,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,36.4,28.038,25.629,28.779,29.184,25.181,22.544
4,1164250,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,39.152,32.173,31.187,29.231,30.365,30.466,22.544
5,1240250,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,-,-,-,-,-,-,22.544
6,1685250,THARAKA UNIVERSITY COLLEGE,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,-,-,-,24.329,24.83,22.361,22.544
7,1279250,MOUNT KENYA UNIVERSITY,BACHELOR OF PROCUREMENT,-,-,-,30.559,29.369,24.732,24.48
BACHELOR OF SCIENCE (MECHANICAL AND INDUSTRIAL ENGINEERING),,,,,,,,,,
1,1082251,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF SCIENCE (MECHANICAL AND INDUSTRIAL ENGINEERING),33.355,35.22,35.126,36.891,37.657,36.608,31.168
BA in Biblical Studies,,,,,,,,,,
1,1555252,KENYA ASSEMBLIES OF GOD EAST UNIVERSITY,BA in Biblical Studies,-,-,-,-,28.354,20.991,19.956
BA in Church Educational Ministries,,,,,,,,,,
1,1555253,KENYA ASSEMBLIES OF GOD EAST UNIVERSITY,BA in Church Educational Ministries,-,-,-,-,-,20.991,19.956
BA in Inter-Cultural Studies,,,,,,,,,,
1,1555254,KENYA ASSEMBLIES OF GOD EAST UNIVERSITY,BA in Inter-Cultural Studies,-,-,-,-,25.866,20.991,19.956
BACHELOR OF PURCHASING AND SUPPLY CHAIN MANAGEMENT,,,,,,,,,,
1,1425255,ZETECH UNIVERSITY,BACHELOR OF PURCHASING AND SUPPLY CHAIN MANAGEMENT,23,24.594,-,24.326,24.467,22.361,22.544
BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT AND MARKETING,,,,,,,,,,
1,1082256,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT AND MARKETING,31.186,24.61,-,26.366,26.726,16.791,17.459
2,1087256,KISII UNIVERSITY,BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT,32.38,21.862,-,27.445,24.216,16.791,17.459
3,1091256,TAITA TAVETA UNIVERSITY,BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT,-,-,-,25.289,23.576,16.791,17.459
BACHELOR OF AGRIBUSINESS MANAGEMENT,,,,,,,,,,
1,1057257,EGERTON UNIVERSITY,BACHELOR OF AGRIBUSINESS MANAGEMENT,-,24.861,26.328,24.998,23.626,16.791,17.459
2,1105257,CHUKA UNIVERSITY,BACHELOR OF AGRIBUSINESS MANAGEMENT,32.95,21.057,28.148,26.028,24.582,16.791,17.459
3,1165257,MAASAI MARA UNIVERSITY,BACHELOR OF AGRIBUSINESS MANAGEMENT,28.068,22.004,-,-,-,16.791,17.459
4,1176257,LAIKIPIA UNIVERSITY,BACHELOR OF AGRIBUSINESS MANAGEMENT,-,21.592,-,-,24.183,16.791,17.459
5,1685257,THARAKA UNIVERSITY COLLEGE,BACHELOR OF AGRIBUSINESS MANAGEMENT,-,-,-,-,24.945,16.791,17.459
BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT AND TRADE,,,,,,,,,,
1,1170258,MACHAKOS UNIVERSITY,BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT AND TRADE,30.479,21.825,-,32.189,28.303,16.791,17.459
BACHELOR OF SCIENCE (PUBLIC MANAGEMENT AND DEVELOPMENT),,,,,,,,,,
1,1103259,KCA UNIVERSITY,BACHELOR OF SCIENCE (PUBLIC MANAGEMENT AND DEVELOPMENT),-,-,-,24.798,24.994,26.294,22.926
2,1249259,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (PUBLIC MANAGEMENT AND DEVELOPMENT),32.874,26.629,24.863,26.581,27.58,28.824,28.394
BACHELOR OF SCIENCE IN COMMUNITY HEALTH EDUCATION,,,,,,,,,,
1,1253260,MOI UNIVERSITY,BACHELOR OF SCIENCE IN COMMUNITY HEALTH EDUCATION,-,21.133,30.607,26.541,29,29.471,17.459
"BACHELOR OF EDUCATION (ARTS - GEO, MAT & BUS)",,,,,,,,,,
1,1500135,THE EAST AFRICAN UNIVERSITY,"BACHELOR OF EDUCATION (ARTS - GEO, MAT & BUS)",23,24.999,-,-,-,-,-
BACHELOR OF SCIENCE (FOOD SCIENCE AND NUTRITION),,,,,,,,,,
1,1240191,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (FOOD SCIENCE AND NUTRITION),-,-,-,28.99,28.534,16.791,17.459
2,1249274,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (FOOD SCIENCE AND NUTRITION),40.195,33.329,-,-,-,-,-
BACHELOR OF SCIENCE (MICROBIOLOGY AND BIOTECHNOLOGY),,,,,,,,,,
1,1093278,UNIVERSITY OF EMBU,BACHELOR OF SCIENCE (MICROBIOLOGY AND BIOTECHNOLOGY),34.499,22.303,-,27.678,26.304,16.791,17.459
2,1263278,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (MICROBIOLOGY AND BIOTECHNOLOGY),40.132,33.122,29.047,25.175,28.438,30.978,25.558
3,1105278,CHUKA UNIVERSITY,BACHELOR OF SCIENCE IN MICROBIOLOGY AND BIOTECHNOLOGY,-,-,-,27.721,24.529,16.791,17.459
BACHELOR OF SCIENCE IN MICROBIOLOGY,,,,,,,,,,
1,1114279,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE IN MICROBIOLOGY,35.841,25.124,-,26.333,26.06,16.791,17.459
2,1244279,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN MICROBIOLOGY,35.273,22.977,-,27.137,24.198,16.791,17.459
3,1700279,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE IN MICROBIOLOGY,-,-,-,-,-,16.791,-
BACHELOR OF TECHNOLOGY IN INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY,,,,,,,,,,
1,1063280,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF TECHNOLOGY IN INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY,37.07,21.611,25.876,25.727,29.145,16.791,17.459
BACHELOR OF SCIENCE (MEDICAL MICROBIOLOGY),,,,,,,,,,
1,1079281,KIRINYAGA UNIVERSITY,BACHELOR OF SCIENCE (MEDICAL MICROBIOLOGY),-,-,-,27.037,-,-,-
2,1166281,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (MEDICAL MICROBIOLOGY),-,23.277,-,27.179,27.203,27.053,17.459
3,1249281,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (MEDICAL MICROBIOLOGY),39.535,32.35,29.357,28.176,31.458,32.137,30.8
4,1240281,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE IN MEDICAL MICROBIOLOGY,-,-,-,-,25.697,26.586,17.459
BACHELOR OF EDUCATION (ARTS) FRENCH,,,,,,,,,,
1,1111282,KENYATTA UNIVERSITY,BACHELOR OF EDUCATION (ARTS) FRENCH,35.382,30.299,25.634,30.891,33.388,33.988,32.023
2,1082282,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF EDUCATION (FRENCH),23,24.908,-,24.646,24.579,27.883,22.636
3,1108282,KIBABII UNIVERSITY,BACHELOR OF EDUCATION (FRENCH),-,-,-,-,-,-,-
4,1470282,KAIMOSI FRIENDS UNIVERSITY COLLEGE,BACHELOR OF EDUCATION (FRENCH),23,-,-,26.438,25.344,22.244,22.636
5,1117282,PWANI UNIVERSITY,BACHELOR OF EDUCATION ARTS (FRENCH),-,-,-,-,-,-,-
BACHELOR OF SCIENCE IN AUTOMOTIVE TECHNOLOGY,,,,,,,,,,
1,1181283,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN AUTOMOTIVE TECHNOLOGY,-,25.064,25.072,25.348,29.64,25.839,16.787
BACHELOR OF TECHNOLOGY (TELECOMMUNICATION AND INFORMATION ENGINEERING),,,,,,,,,,
1,1079289,KIRINYAGA UNIVERSITY,BACHELOR OF TECHNOLOGY (TELECOMMUNICATION AND INFORMATION ENGINEERING),-,-,-,-,25.577,16.9,16.787
"BACHELOR OF SCIENCE (ANIMAL HEALTH, PRODUCTION & PROCESSING)",,,,,,,,,,
1,1249290,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,"BACHELOR OF SCIENCE (ANIMAL HEALTH, PRODUCTION & PROCESSING)",37.448,30.901,25.626,25.88,29.316,30.506,32.156
2,1279290,MOUNT KENYA UNIVERSITY,BACHELOR OF SCIENCE IN ANIMAL HEALTH AND PRODUCTION,28.341,24.274,-,26.409,26.037,16.791,23.621
3,1082290,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF SCIENCE IN ANIMAL PRODUCTION AND PROCESSING,-,23.392,-,25.618,26.095,16.791,17.459
BACHELOR OF SCIENCE (ANIMAL PRODUCTION & HEALTH MANAGEMENT),,,,,,,,,,
1,1093291,UNIVERSITY OF EMBU,BACHELOR OF SCIENCE (ANIMAL PRODUCTION & HEALTH MANAGEMENT),-,27.35,-,29.181,-,-,-
2,1111294,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL PRODUCTION & HEALTH MANAGEMENT),38.261,29.056,-,23.186,28.563,29.424,28.985
3,1117291,PWANI UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL PRODUCTION & HEALTH MANAGEMENT),31.374,25.097,-,26.589,24.345,16.791,17.459
BACHELOR OF ARTS (GEOGRAPHY),,,,,,,,,,
1,1073292,RONGO UNIVERSITY,BACHELOR OF ARTS (GEOGRAPHY),-,24.671,-,26.317,22.888,24.111,19.921
2,1087292,KISII UNIVERSITY,BACHELOR OF ARTS (GEOGRAPHY),-,-,-,26.66,23.445,25.062,19.921
3,1096292,GARISSA UNIVERSITY,BACHELOR OF ARTS (GEOGRAPHY),23,24.307,-,24.035,-,-,-
4,1165292,MAASAI MARA UNIVERSITY,BACHELOR OF ARTS (GEOGRAPHY),-,23.714,-,-,23.41,-,24.184
5,1244292,KARATINA UNIVERSITY,BACHELOR OF ARTS (GEOGRAPHY),-,24.768,-,29.234,23.773,24.923,19.921
6,1253292,MOI UNIVERSITY,BACHELOR OF ARTS (GEOGRAPHY),-,24.049,-,26.306,27.269,27.029,26.089
7,1700292,BOMET UNIVERSITY COLLEGE,BACHELOR OF ARTS (GEOGRAPHY),-,-,-,24.27,23.509,22.136,19.921
8,1181292,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF ARTS IN GEOGRAPHY,25.8,26.373,-,-,-,-,-
9,1480292,CATHOLIC UNIVERSITY OF EAST AFRICA,BACHELOR OF ARTS IN GEOGRAPHY,28.04,26.143,-,29.643,22.583,23.381,19.921
10,1057292,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (GEOGRAPHY),-,25.973,29.028,26.402,29.479,28.096,27.038
11,1117292,PWANI UNIVERSITY,BACHELOR OF SCIENCE (GEOGRAPHY),-,24.172,-,27.044,25.528,26.575,25.686
12,1176292,LAIKIPIA UNIVERSITY,BACHELOR OF SCIENCE (GEOGRAPHY),-,24.04,-,-,24.403,25.081,19.921
13,1105292,CHUKA UNIVERSITY,BACHELOR OF ARTS IN GEOGRAPHY AND ECONOMICS,-,-,-,27.163,26.212,26.726,26.816
BACHELOR OF SCIENCE (ANIMAL SCIENCE & MANAGEMENT),,,,,,,,,,
1,1114293,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE (ANIMAL SCIENCE & MANAGEMENT),33.458,22.282,-,-,-,-,17.459
2,1253293,MOI UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE & MANAGEMENT),36.126,26.839,27.578,25.982,26.206,24.445,17.459
3,1229293,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (ANIMAL SCIENCE, WITH IT)",34.021,25.475,-,35.953,26.252,16.791,17.459
4,1053293,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),29.763,25.515,-,-,23.067,16.791,17.459
5,1057293,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),33.964,23.454,27.616,24.531,24.819,24.895,17.459
6,1105293,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),31.147,25.039,-,26.269,25.241,16.791,17.459
7,1117293,PWANI UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),-,-,-,23.843,-,-,-
8,1279293,MOUNT KENYA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),-,-,-,25.735,23.914,16.791,17.459
9,1087293,KISII UNIVERSITY,BACHELOR OF SCIENCE IN ANIMAL SCIENCE,30.368,25.603,-,26.913,25.501,16.791,17.459
10,1244293,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN ANIMAL SCIENCE,-,-,-,-,24.77,16.791,17.459
11,1685293,THARAKA UNIVERSITY COLLEGE,BACHELOR OF SCIENCE IN ANIMAL SCIENCE,-,-,-,-,-,16.791,17.459
BACHELOR OF SCIENCE (ANIMAL HEALTH & PRODUCTION),,,,,,,,,,
1,1165294,MAASAI MARA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL HEALTH & PRODUCTION),27.643,22.432,25.249,23.851,24.058,16.791,17.459
2,1240294,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (ANIMAL HEALTH AND PRODUCTION),34.083,26.892,-,28.339,25.553,16.791,17.459
"BACHELOR OF ARTS (INTERNATIONAL RELATIONS AND DIPLOMACY ,WITH IT)",,,,,,,,,,
1,1229295,MASENO UNIVERSITY,"BACHELOR OF ARTS (INTERNATIONAL RELATIONS AND DIPLOMACY ,WITH IT)",38.347,35.014,29.795,29.055,30.098,29.376,26.452
2,1112295,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF ARTS (INTERNATIONAL RELATIONS AND DIPLOMACY),41.821,40.593,35.63,35.556,38.529,36.468,35.006
3,1264295,PIONEER INTERNATIONAL UNIVERSITY,BACHELOR OF ARTS (INTERNATIONAL RELATIONS AND DIPLOMACY),23,25.349,-,24.178,24.179,24.76,22.926
4,1060295,RIARA UNIVERSITY,BACHELOR OF ARTS IN INTERNATIONAL RELATIONS AND DIPLOMACY,29.548,34.579,34.441,34.745,36.941,34.173,32.73
5,1053295,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF ARTS (INTERNATIONAL RELATIONS AND DIPLOMACY) WITH IT,-,-,-,-,-,26.509,27.948
BACHELOR OF ARTS IN INTERNATIONAL RELATIONS,,,,,,,,,,
1,1058296,UNITED STATES INTERNATIONAL UNIVERSITY,BACHELOR OF ARTS IN INTERNATIONAL RELATIONS,30.744,-,-,-,-,-,-
2,1073295,RONGO UNIVERSITY,BACHELOR OF ARTS IN INTERNATIONAL RELATIONS,35.354,31.777,-,24.349,26.718,26.703,22.926
3,1077296,KENYA METHODIST UNIVERSITY,BACHELOR OF ARTS IN INTERNATIONAL RELATIONS,-,-,-,-,24.737,27.273,24.893
4,1162307,DAYSTAR UNIVERSITY,BACHELOR OF ARTS IN INTERNATIONAL RELATIONS,28.923,-,32.355,34.577,36.875,33.27,32.036
5,1279296,MOUNT KENYA UNIVERSITY,BACHELOR OF ARTS IN INTERNATIONAL RELATIONS,30.147,30.831,26.053,29.363,30.14,31.587,31.776
6,1480296,CATHOLIC UNIVERSITY OF EAST AFRICA,BACHELOR OF ARTS IN INTERNATIONAL RELATIONS,-,-,25.351,24.756,31.043,29.889,29.521
7,1425296,ZETECH UNIVERSITY,BACHELOR OF ARTS IN INTERNATIONAL RELATIONS AND DIPLOMACY,-,-,-,24.613,24.64,26.82,25.572
8,1263296,UNIVERSITY OF NAIROBI,BACHELOR OF ARTS IN INTERNATIONAL STUDIES,-,-,-,-,-,-,32.218
BACHELOR OF ENTREPRENEURSHIP,,,,,,,,,,
1,1079297,KIRINYAGA UNIVERSITY,BACHELOR OF ENTREPRENEURSHIP,23,25.087,-,-,-,-,-
2,1249298,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF ENTREPRENEURSHIP,37.66,30.984,24.847,24.146,24.357,22.361,22.544
3,1246298,MURANGA UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE (ENTREPRENEURSHIP AND SMALL ENTERPRISES MANAGEMENT),23,23.966,25.754,26.395,24.241,22.361,22.544
4,1080297,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,-,24.186,-,24.153,24.737,22.361,22.544
5,1685298,THARAKA UNIVERSITY COLLEGE,BACHELOR OF ENTREPRENEURSHIP AND ENTERPRISE MANAGEMENT,-,-,-,24.422,24.537,22.361,22.544
6,1166298,SOUTH EASTERN KENYA UNIVERSITY,"BACHELOR OF ENTREPRENEURSHIP, TECHNOLOGY AND INNOVATION MANAGEMENT",-,-,-,-,-,22.361,-
7,1057298,EGERTON UNIVERSITY,BACHELOR OF ENTREPRENEURSHIP AND SMALL BUSINESS MANAGEMENT,-,26.718,25.099,24.702,25.063,-,22.544
BACHELOR OF ENTREPRENUERSHIP & SMALL BUSINESS MANAGEMENT,,,,,,,,,,
1,1057299,EGERTON UNIVERSITY,BACHELOR OF ENTREPRENUERSHIP & SMALL BUSINESS MANAGEMENT,-,-,25.767,25.188,25.145,22.361,-
2,1253299,MOI UNIVERSITY,BACHELOR OF SCIENCE (ENTREPRENEURSHIP STUDIES),34.106,27.519,25.68,24.991,25.349,22.361,22.544
3,1700299,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (ENTREPRENEURSHIP STUDIES),-,-,-,-,-,22.361,22.544
4,1073298,RONGO UNIVERSITY,BACHELOR OF SCIENCE (ENTREPRENEURSHIP),23,24.895,-,24.29,24.324,22.361,22.544
5,1079298,KIRINYAGA UNIVERSITY,BACHELOR OF SCIENCE (ENTREPRENEURSHIP),23,24.348,-,24.801,-,-,-
6,1114299,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE (ENTREPRENEURSHIP),30.527,24.868,-,-,-,-,22.544
7,1119298,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,-,28.899,-,-,-,22.361,22.544
8,1165298,MAASAI MARA UNIVERSITY,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,30.988,25.457,26.942,25.427,26.182,22.361,22.544
9,1244299,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,31.187,25.351,-,24.204,26.377,22.361,22.544
10,1229299,MASENO UNIVERSITY,"BACHELOR OF BUSINESS ENTREPRENEURSHIP , WITH IT",-,-,26.531,24.986,24.854,22.361,22.544
11,1105299,CHUKA UNIVERSITY,BACHELOR OF ENTREPRENUERSHIP AND ENTERPRISE MANAGEMENT,30.43,25.401,25.531,25.304,24.725,22.361,22.544
12,1087299,KISII UNIVERSITY,BACHELOR OF ENTREPRENUERSHIP AND MANAGEMENT,31.667,26.401,-,25.651,24.408,22.361,22.544
BACHELOR OF REAL ESTATE,,,,,,,,,,
1,1249300,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF REAL ESTATE,43.712,41.374,38.393,36.608,37.476,37.056,35.53
2,1263300,UNIVERSITY OF NAIROBI,BACHELOR OF REAL ESTATE,44.111,42.483,38.769,38.487,39.52,37.994,36.648
3,1111300,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (REAL ESTATE),43.273,40.93,37.966,36.948,37.682,35.062,36.25
4,1112300,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF TECHNOLOGY (PROPERTY MANAGEMENT AND REAL ESTATE),42.67,39.908,37.548,35.78,37.106,35.616,34.919
BACHELOR OF BUSINESS MANAGEMENT AND INFORMATION TECHNOLOGY,,,,,,,,,,
1,1061301,KABARAK UNIVERSITY,BACHELOR OF BUSINESS MANAGEMENT AND INFORMATION TECHNOLOGY,29.79,25.149,24.536,24.716,24.671,25.137,22.544
BACHELOR OF ARTS (GENDER AND DEVELOPMENT STUDIES),,,,,,,,,,
1,1087302,KISII UNIVERSITY,BACHELOR OF ARTS (GENDER AND DEVELOPMENT STUDIES),23,26.4,-,29.539,24.208,25.49,22.926
2,1111302,KENYATTA UNIVERSITY,BACHELOR OF ARTS (GENDER AND DEVELOPMENT STUDIES),33.958,25.803,25.196,24.983,25.11,26.891,22.926
3,1166302,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF ARTS (GENDER AND DEVELOPMENT STUDIES),23,26.19,-,-,-,25.631,22.926
4,1170302,MACHAKOS UNIVERSITY,BACHELOR OF ARTS (GENDER AND DEVELOPMENT),-,-,-,-,23.919,24.685,-
5,1229302,MASENO UNIVERSITY,"BACHELOR OF ARTS (GENDER STUDIES, WITH IT)",29.453,25.552,26.412,23.968,-,-,-
"BACHELOR OF ARTS (DEVELOPMENT STUDIES, WITH IT)",,,,,,,,,,
1,1229303,MASENO UNIVERSITY,"BACHELOR OF ARTS (DEVELOPMENT STUDIES, WITH IT)",23,25.414,26.177,24.572,24.404,24.466,22.926
2,1515303,TOM MBOYA UNIVERSITY COLLEGE,"BACHELOR OF ARTS (DEVELOPMENT STUDIES, WITH IT)",-,29.581,-,24.645,24.915,25.155,22.926
3,1066303,MANAGEMENT UNIVERSITY OF AFRICA,BACHELOR OF ARTS IN DEVELOPMENT STUDIES,23,25.466,-,24.149,24.444,22.21,22.926
4,1087303,KISII UNIVERSITY,BACHELOR OF ARTS IN DEVELOPMENT STUDIES,-,-,-,27.014,24.28,25.061,22.926
5,1119303,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF ARTS IN DEVELOPMENT STUDIES,23,-,-,-,24.273,24.897,22.926
6,1181303,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF ARTS IN DEVELOPMENT STUDIES,23,27.521,-,25.371,25.053,25.701,22.926
7,1480303,CATHOLIC UNIVERSITY OF EAST AFRICA,BACHELOR OF ARTS IN DEVELOPMENT STUDIES,23,25.832,-,25.146,25.13,25.264,22.926
8,1053303,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF ARTS(DEVELOPMENTAL AND POLICY STUDIES),-,25.815,-,26.004,-,25.46,-
9,1249303,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF DEVELOPMENT STUDIES,32.749,28.253,25.093,24.857,26.043,26.987,24.756
10,1279303,MOUNT KENYA UNIVERSITY,BACHELOR OF DEVELOPMENT STUDIES,-,27.228,-,24.914,24.793,24.932,22.926
11,1570303,TURKANA UNIVERSITY COLLEGE,BACHELOR OF DEVELOPMENT STUDIES,-,-,-,25.821,-,22.21,22.926
